clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
3,2369,1,0,0,0,0,0,0,1,0,0,0,0,-0.20991825958376362,2.652981530151419,-0.20160953101033707,-0.16391260068746163,-0.2916654918665993,0.07088520532760896
5,816,0,0,0,1,0,0,0,0,1,0,0,0,-1.0286450073746687,-0.24610193144534007,0.2376291671800757,-1.2561836439194336,-1.240178871147292,-1.2641959369681386
5,600,0,0,0,1,0,0,0,0,0,1,0,0,-1.1336099750401694,-1.3774515749952954,0.6768678653704885,-1.3893874296794306,-1.4459883779723477,-1.5225987387027997
2,3261,0,0,0,0,1,0,1,0,0,0,0,0,-0.08396029838516272,-0.9531954586640615,0.2376291671800757,0.15577648513653058,0.20943591605527564,0.07088520532760896
3,7503,0,0,1,0,0,0,0,0,0,0,0,1,1.469521223064247,-1.236032869551549,-0.20160953101033707,1.523335352272496,1.453241196432788,1.2911206579635084
3,1013,0,0,1,0,0,0,1,0,0,0,0,0,-0.923680039709168,0.24886353760776694,-1.0800869273911626,-1.0252970819354397,-1.0701623220309413,-1.020148846440959
2,475,0,0,0,0,1,0,0,0,0,1,0,0,-0.9866590203084683,0.8852477121046152,0.2376291671800757,-1.1851416248474353,-1.1775411951570576,-1.0919274024783652
1,4744,0,0,1,0,0,0,0,0,0,0,0,1,0.8397314170712429,1.0973757702702296,-1.5193256255815755,0.9283584425445112,0.8805538730935014,1.0470735674363274
4,1257,1,0,0,0,0,0,0,0,1,0,0,0,-0.6297781302457661,2.794400235595165,2.4338226581321396,-0.6789672389594487,-0.7748704209341218,-0.44592039814171264
2,1415,0,0,0,1,0,0,0,0,1,0,0,0,-0.5248131625802654,-0.3168112841672132,0.6768678653704885,-0.4036794150554552,-0.4527338015557732,-0.4602761093491935
3,910,0,0,0,0,1,1,0,0,0,0,0,0,-0.7977220785105672,1.4509225338795904,-1.5193256255815755,-0.883213043791443,-0.8464563363515327,-0.7186789110838546
4,1765,0,0,1,0,0,0,0,1,0,0,0,0,-0.608785136712666,-1.0946141641078027,-0.6408482292007498,-0.45696092935945426,-0.44378556212859704,-0.560766087801562
1,5490,0,0,0,0,1,0,0,0,0,0,1,0,0.8397314170712429,1.3802131811577223,-0.6408482292007498,0.8217954139365138,0.8716056336663253,1.0327178562288466
6,752,0,0,0,1,0,0,0,0,1,0,0,0,-0.9866590203084683,-0.8117767532203152,0.2376291671800757,-1.1229798581594375,-1.1059552797396468,-1.1780616697232515
1,13669,0,0,0,0,1,0,0,0,0,0,1,0,2.540163893252353,-1.5895796331609098,0.2376291671800757,2.171593776304479,2.2138415477427777,1.9227719510926786
3,996,0,0,0,0,1,0,0,0,0,0,0,1,-0.5667991496464657,0.6731196539390008,-0.6408482292007498,-0.5191226960474522,-0.49747499869165557,-0.43156468693423117
3,757,0,0,1,0,0,0,0,1,0,0,0,0,-1.0286450073746687,0.10744483216402065,-1.0800869273911626,-1.2295428867674347,-1.2222823922929391,-1.2067730921382138
2,9987,0,0,0,0,1,0,0,0,0,1,0,0,1.469521223064247,-0.5289393423328276,-1.0800869273911626,1.4345328284324979,1.5248271118501988,1.3916106364158756
1,4551,0,0,1,0,0,0,0,0,1,0,0,0,0.4198715464092404,0.1781541848858938,-1.958564323771988,0.6086693567205189,0.6389514085597405,0.6451136536268559
3,5683,0,0,1,0,0,0,0,0,0,1,0,0,0.46185753347544073,0.1781541848858938,-1.0800869273911626,0.6530706186405176,0.6300031691325644,0.6594693648343367
6,730,0,0,0,0,1,0,0,1,0,0,0,0,-1.0496380009077688,-1.3067422222734222,-0.6408482292007498,-1.2029021296154352,-1.1596447163027044,-1.2929073593831009
3,6004,0,1,0,0,0,0,1,0,0,0,0,0,0.44086453994234054,2.5822721774295507,-0.6408482292007498,0.39554329950452416,0.4420901411618612,0.7456036320792231
4,676,0,0,0,0,1,0,0,0,1,0,0,0,-0.9446730332422681,-0.17539257872346692,1.1161065635609013,-1.0874588486234382,-1.043317603749412,-1.0775716912708837
3,802,0,0,1,0,0,0,0,1,0,0,0,0,-1.0286450073746687,0.6731196539390008,-0.20160953101033707,-1.2384231391514344,-1.2849200682831738,-1.192417380930733
7,715,0,0,1,0,0,0,0,0,0,0,1,0,-0.9446730332422681,0.03673547944214751,-1.0800869273911626,-1.0519378390874392,-1.043317603749412,-1.0345045576484404
2,10200,0,0,0,0,1,0,0,0,0,1,0,0,1.616472177795948,0.1781541848858938,1.1161065635609013,1.4789340903524972,1.5248271118501988,1.520812037283206
4,5795,0,0,1,0,0,0,0,0,1,0,0,0,0.2309346046113393,0.24886353760776694,-0.20160953101033707,0.3866630471205246,0.41524542288033195,0.429777985514638
2,2674,0,1,0,0,0,0,1,0,0,0,0,0,-0.10495329191826287,1.1680851229921028,-0.20160953101033707,0.013692446992534047,0.0304711275117486,0.157019472572496
2,743,0,0,1,0,0,0,1,0,0,0,0,0,-0.9866590203084683,0.5317009484952545,-1.0800869273911626,-1.1407403629274366,-1.1775411951570576,-1.106283113685846
5,764,0,0,1,0,0,0,0,0,1,0,0,0,-1.0496380009077688,-0.10468322600159377,0.2376291671800757,-1.265063896303434,-1.2670235894288207,-1.2641959369681386
3,2853,0,0,0,1,0,0,0,1,0,0,0,0,-0.18892526605066348,0.6024103012171277,0.2376291671800757,-0.05734957207946422,-0.03216654847848527,0.027818071705165755
6,1125,0,0,0,1,0,0,0,0,0,1,0,0,-0.8397080655767674,-0.5996486950547008,0.2376291671800757,-0.8388117818714443,-0.8911975334874143,-0.9196588679885911
2,709,0,0,1,0,0,1,0,0,0,0,0,0,-1.0496380009077688,0.3195728903296401,-0.6408482292007498,-1.2739441486874337,-1.3296612654190554,-1.2641959369681386
1,650,0,0,0,1,0,1,0,0,0,0,0,0,-0.9656660267753682,-0.741067400498442,1.555345261751314,-1.0874588486234382,-1.1506964768755283,-1.1780616697232515
3,675,0,0,0,0,1,0,0,0,1,0,0,0,-1.0496380009077688,0.9559570648264883,-0.20160953101033707,-1.2917046534554326,-1.3386095048462314,-1.2211288033456953
3,583,0,0,1,0,0,0,0,1,0,0,0,0,-1.1126169815070692,0.03673547944214751,-1.958564323771988,-1.380507177295431,-1.374402462554937,-1.364685915420507
6,1192,0,0,1,0,0,0,0,1,0,0,0,0,-0.8187150720436673,0.6024103012171277,-1.0800869273911626,-0.8654525390234439,-0.9001457729145904,-0.8191688895362225
6,596,0,0,0,1,0,0,0,0,0,0,1,0,-0.9656660267753682,-0.17539257872346692,1.1161065635609013,-1.1407403629274366,-1.1149035191668228,-1.1349945361008082
2,2721,0,0,0,0,1,0,0,0,1,0,0,0,-0.04197431131896242,1.0973757702702296,-0.6408482292007498,0.08473446606453232,0.11100528235633636,0.22879802860990217
1,844,0,0,0,0,1,1,0,0,0,0,0,0,-0.7137501043781667,0.1781541848858938,1.1161065635609013,-0.7500092580314469,-0.7301292237982403,-0.7186789110838546
2,1753,0,0,0,1,0,1,0,0,0,0,0,0,-0.5667991496464657,-0.5289393423328276,0.2376291671800757,-0.45696092935945426,-0.49747499869165557,-0.5320546653865997
4,3472,0,0,1,0,0,0,1,0,0,0,0,0,-0.20991825958376362,0.24886353760776694,-0.6408482292007498,-0.030708814927464672,-0.06795950618719067,-0.015249061917278083
3,680,0,0,0,0,1,0,1,0,0,0,0,0,-1.0286450073746687,0.03673547944214751,0.6768678653704885,-1.2739441486874337,-1.2222823922929391,-1.2354845145531763
1,4879,0,0,0,1,0,0,0,0,0,0,1,0,0.8607244106043431,-0.741067400498442,1.1161065635609013,1.0171609663845085,0.9700362673652654,0.8891607441540355
2,1191,0,0,0,1,0,0,0,1,0,0,0,0,-0.5877921431795659,-0.17539257872346692,1.1161065635609013,-0.5191226960474522,-0.5153714775460079,-0.5320546653865997
4,1438,0,0,1,0,0,0,0,0,0,1,0,0,-0.608785136712666,0.6731196539390008,-0.20160953101033707,-0.5812844627354509,-0.5422161958275371,-0.4889875317641558
2,571,0,0,1,0,0,1,0,0,0,0,0,0,-1.0286450073746687,0.03673547944214751,-0.20160953101033707,-1.2561836439194336,-1.2312306317201152,-1.2354845145531763
6,505,0,1,0,0,0,0,0,1,0,0,0,0,-1.1965889556394698,0.7438290066608689,1.555345261751314,-1.6113937392794249,-1.5981084482343455,-1.5369544499102805
1,2773,0,0,1,0,0,1,0,0,0,0,0,0,-0.10495329191826287,-0.3168112841672132,-0.6408482292007498,0.10249497083253148,0.13785000063786482,0.08524091653509044
4,753,0,0,1,0,0,0,1,0,0,0,0,0,-0.923680039709168,-0.17539257872346692,-1.0800869273911626,-1.0252970819354397,-0.962783448904825,-1.0057931352334781
7,895,0,0,0,1,0,0,0,0,1,0,0,0,-1.0496380009077688,-0.10468322600159377,1.1161065635609013,-1.2828244010714331,-1.2670235894288207,-1.27855164817562
2,4173,0,0,0,1,0,0,0,0,0,0,0,1,0.5878154946740416,-0.5289393423328276,1.1161065635609013,0.7862744044005147,0.7463302816858568,0.6881807872492984
1,4207,0,0,0,1,0,0,0,0,0,1,0,0,0.46185753347544073,-1.3774515749952954,0.6768678653704885,0.6797113757925172,0.7194855634043275,0.515912252759525
7,938,0,0,0,0,1,0,0,0,0,0,1,0,-0.7977220785105672,-1.1653235168296758,0.2376291671800757,-0.8032907723354452,-0.7659221815069457,-0.8909474455736287
3,12587,0,0,0,1,0,0,1,0,0,0,0,0,1.469521223064247,-1.660288985882783,1.9945839599417268,1.5499761094244955,1.4890341541414933,1.2624092355485454
4,8321,0,0,1,0,0,0,0,1,0,0,0,0,0.5878154946740416,0.24886353760776694,-1.958564323771988,0.7685138996325146,0.8089679576760906,0.81738218811663
5,884,0,0,1,0,0,0,0,0,0,0,1,0,-0.7977220785105672,0.46099159577338134,-0.20160953101033707,-0.8388117818714443,-0.8106633786428273,-0.7761017559137793
3,1009,0,0,0,1,0,0,0,0,1,0,0,0,-0.8607010591098676,-0.38752063688908134,1.1161065635609013,-0.8920932961754426,-0.9448869700504727,-0.9483702904035534
3,6397,0,0,0,1,0,0,0,0,1,0,0,0,0.46185753347544073,0.24886353760776694,0.2376291671800757,0.6797113757925172,0.6300031691325644,0.6881807872492984
6,3705,0,0,0,0,1,0,0,1,0,0,0,0,-0.14693927898446318,0.24886353760776694,-0.20160953101033707,0.0048121946085344595,0.021522888084572447,0.04217378291264661
4,596,0,1,0,0,0,0,0,0,0,1,0,0,-0.9656660267753682,0.9559570648264883,-0.20160953101033707,-1.1851416248474353,-1.1596447163027044,-1.0775716912708837
2,2184,0,0,1,0,0,0,0,0,0,1,0,0,-0.20991825958376362,-0.38752063688908134,-0.6408482292007498,-0.03958906731146426,0.0036264092302201404,-0.05831619553972128
1,1072,0,0,0,1,0,0,1,0,0,0,0,0,-0.6927571108450666,-2.1552544549358847,1.1161065635609013,-0.5368832008154522,-0.5780091535362425,-0.7761017559137793
1,10184,0,0,0,0,1,0,0,0,0,1,0,0,2.540163893252353,0.9559570648264883,0.6768678653704885,1.9762282238564843,1.9185496466459575,2.095040485582453
1,4452,0,0,1,0,0,0,0,0,0,1,0,0,0.5458295076078413,0.7438290066608689,-0.20160953101033707,0.7418731424805158,0.6747443662684459,0.8030264769091479
0,1111,0,1,0,0,0,0,0,0,0,0,1,0,-0.20991825958376362,1.5216318866014635,1.9945839599417268,-0.10175083399946294,-0.14849366103177764,0.0565294941201281
2,626,0,0,1,0,0,1,0,0,0,0,0,0,-0.923680039709168,0.3195728903296401,-1.958564323771988,-1.0341773343194391,-1.0254211248950598,-0.9914374240259965
3,1552,0,0,0,0,1,0,0,0,0,1,0,0,-0.440841188447865,0.03673547944214751,-0.6408482292007498,-0.32375714359945734,-0.2916654918665993,-0.3023632860669009
2,3050,0,0,1,0,0,0,0,0,0,1,0,0,-0.08396029838516272,-0.3168112841672132,-1.0800869273911626,0.12025547560053144,0.17364295834657023,0.1139523389500528
3,605,0,0,0,1,0,0,0,1,0,0,0,0,-1.0496380009077688,0.3195728903296401,1.1161065635609013,-1.344986167759432,-1.311764786564703,-1.2929073593831009
4,739,0,0,1,0,0,0,1,0,0,0,0,0,-1.0076520138415686,0.3195728903296401,-1.5193256255815755,-1.1940218772314357,-1.1775411951570576,-1.1493502473082893
3,1746,0,0,1,0,0,0,1,0,0,0,0,0,-0.6297781302457661,-0.3168112841672132,-0.20160953101033707,-0.5191226960474522,-0.5422161958275371,-0.560766087801562
2,743,0,0,0,1,0,0,1,0,0,0,0,0,-0.9866590203084683,0.6731196539390008,-0.6408482292007498,-1.1407403629274366,-1.2043859134385868,-1.106283113685846
3,720,0,0,0,1,0,0,0,0,1,0,0,0,-1.0076520138415686,-0.8824861059421883,0.2376291671800757,-1.1673811200794362,-1.1864894345842336,-1.2498402257606578
3,4637,0,1,0,0,0,0,0,0,0,1,0,0,0.4198715464092404,1.3095038284358491,1.555345261751314,0.4221840566565237,0.4599866200162135,0.6020465200044121
4,5063,0,0,1,0,0,0,0,0,0,1,0,0,0.5668225011409415,-1.0946141641078027,-0.20160953101033707,0.7773941520165151,0.7284338028315036,0.6020465200044121
4,5356,0,1,0,0,0,0,0,0,0,0,0,1,0.8817174041374433,-2.296673160379631,1.555345261751314,1.0704424806885078,1.1311045770544392,0.7743150544941861
1,4484,0,0,0,1,0,0,1,0,0,0,0,0,0.503843520541641,-1.8017076913265242,0.2376291671800757,0.8040349091685138,0.8626573942391491,0.5876908087969311
4,2679,0,0,1,0,0,0,1,0,0,0,0,0,-0.3358762207823643,-0.6703580477765739,-0.6408482292007498,-0.11063108638346253,-0.13059718217742533,-0.1875175964070515
3,951,1,0,0,0,0,0,1,0,0,0,0,0,-0.7347430979112668,2.865109588317033,0.2376291671800757,-0.8210512771034452,-0.8911975334874143,-0.5751217990090429
4,3411,0,0,1,0,0,0,0,0,1,0,0,0,-0.14693927898446318,-0.741067400498442,-0.20160953101033707,0.10249497083253148,0.066264085220454,-0.0008933507097965915
1,1816,0,1,0,0,0,0,1,0,0,0,0,0,-0.18892526605066348,1.5923412393233367,-0.6408482292007498,-0.048469319695464634,-0.11270070332307223,0.1139523389500528
5,4904,0,0,0,0,1,0,1,0,0,0,0,0,-0.04197431131896242,-0.3168112841672132,1.1161065635609013,0.11137522321653186,0.16469471891939408,0.0995966277425713
2,2980,0,1,0,0,0,1,0,0,0,0,0,0,-0.20991825958376362,-0.3168112841672132,1.555345261751314,-0.09287058161546335,-0.04111478790566142,-0.10138332916216448
3,8334,0,0,0,0,1,0,0,1,0,0,0,0,0.8397314170712429,0.6024103012171277,-0.6408482292007498,0.8839571806245125,0.93424330965656,0.9896507226064041
1,6597,0,0,1,0,0,0,0,0,0,1,0,0,0.9656893782698438,0.03673547944214751,-1.5193256255815755,1.0793227330725073,1.1221563376272632,1.1044964122662522
2,1937,0,0,1,0,0,0,0,0,0,0,0,1,-0.20991825958376362,0.6024103012171277,-0.6408482292007498,-0.0662298244634638,-0.05006302733283837,0.013462360497684263
2,5321,0,0,1,0,0,0,0,1,0,0,0,0,0.503843520541641,-0.3168112841672132,-1.0800869273911626,0.6885916281765168,0.7105373239771513,0.6594693648343367
2,493,0,0,1,0,0,0,0,0,1,0,0,0,-1.0286450073746687,0.10744483216402065,-1.0800869273911626,-1.2029021296154352,-1.1864894345842336,-1.1780616697232515
3,648,0,0,1,0,0,0,0,0,0,1,0,0,-1.0076520138415686,0.1781541848858938,-1.0800869273911626,-1.1673811200794362,-1.2043859134385868,-1.1637059585157707
2,5055,0,0,0,1,0,0,0,0,0,1,0,0,0.5668225011409415,0.24886353760776694,0.2376291671800757,0.7329928900965155,0.6747443662684459,0.7312479208717423
2,4902,0,0,0,0,1,1,0,0,0,0,0,0,0.2939135852106395,-2.3673825131015045,0.2376291671800757,0.5997891043365193,0.6926408451227982,0.32928800706227007
1,4230,0,0,0,1,0,0,0,1,0,0,0,0,0.2939135852106395,0.3195728903296401,0.6768678653704885,0.475465570960522,0.4420901411618612,0.5015565415520441
2,14220,0,1,0,0,0,0,0,0,0,0,0,1,3.1069747186460566,1.3802131811577223,-1.0800869273911626,2.2603963001444765,2.3391168997232454,2.5257118218068872
1,4564,0,0,1,0,0,0,1,0,0,0,0,0,0.5668225011409415,-0.10468322600159377,-1.0800869273911626,0.7862744044005147,0.7642267605402091,0.7599593432867052
0,1138,0,0,0,1,0,0,0,0,1,0,0,0,-0.20991825958376362,-1.4481609277171634,0.6768678653704885,0.022572699376533632,-0.14849366103177764,-0.21622901882201387
1,2394,0,0,0,1,0,0,0,1,0,0,0,0,-0.10495329191826287,-0.8824861059421883,0.2376291671800757,0.15577648513653058,0.11100528235633636,0.027818071705165755
7,1791,0,0,1,0,0,0,0,0,1,0,0,0,-0.6717641173119665,0.10744483216402065,-1.0800869273911626,-0.6256857246554496,-0.5869573929634186,-0.5894775102165244
2,4253,0,0,0,0,1,1,0,0,0,0,0,0,0.2309346046113393,-1.7309983386046561,0.2376291671800757,0.5287470852645211,0.5763137325695059,0.32928800706227007
3,521,0,0,0,1,0,0,0,0,0,1,0,0,-0.9866590203084683,0.3902822430515082,0.2376291671800757,-1.2029021296154352,-1.1864894345842336,-1.1493502473082893
3,1792,0,0,0,1,0,0,0,0,0,0,0,1,-0.06296730485206257,0.3902822430515082,0.2376291671800757,0.11137522321653186,0.05731584579327786,0.12830805015753366
3,5622,0,0,0,1,0,0,0,0,0,0,1,0,0.9027103976705434,-0.033973873279720616,0.2376291671800757,1.008280714000509,0.9968809856467938,0.9896507226064041
7,1251,0,0,1,0,0,1,0,0,0,0,0,0,-1.0286450073746687,-0.45822998961095446,-0.6408482292007498,-1.1940218772314357,-1.1775411951570576,-1.2211288033456953
4,1050,0,0,0,1,0,0,0,1,0,0,0,0,-0.8397080655767674,-0.45822998961095446,0.6768678653704885,-0.8743327914074435,-0.9180422517689435,-0.9340145791960719
3,7357,0,0,0,1,0,0,0,0,0,0,0,1,1.490514216597347,-0.741067400498442,1.1161065635609013,1.505574847504496,1.453241196432788,1.362899214000914
2,662,0,0,0,0,1,1,0,0,0,0,0,0,-1.0496380009077688,0.9559570648264883,-0.6408482292007498,-1.2917046534554326,-1.3386095048462314,-1.2211288033456953
3,16896,0,0,0,1,0,0,0,0,0,0,1,0,2.6241358673847537,-0.6703580477765739,0.2376291671800757,2.2426357953764775,2.195945068888424,2.095040485582453
1,1715,0,0,0,1,0,0,0,0,0,0,1,0,-0.20991825958376362,0.8852477121046152,-0.6408482292007498,-0.021828562543465088,-0.09480422446871993,0.04217378291264661
6,5242,0,0,1,0,0,0,0,0,1,0,0,0,0.20994161107823914,0.10744483216402065,-0.6408482292007498,0.4310643090405233,0.37050422574445036,0.4154222743071571
6,970,0,0,1,0,0,0,1,0,0,0,0,0,-0.9866590203084683,-1.236032869551549,-0.6408482292007498,-1.0696983438554384,-1.052265843176589,-1.1780616697232515
2,1723,0,0,1,0,0,1,0,0,0,0,0,0,-0.5038201690471652,-0.8824861059421883,-0.20160953101033707,-0.3770386579034564,-0.33640668900248083,-0.44592039814171264
2,540,0,0,0,1,0,0,0,0,0,1,0,0,-1.0496380009077688,-0.3168112841672132,0.2376291671800757,-1.247303391535434,-1.2938683077103499,-1.2929073593831009
3,1414,0,0,0,1,0,0,0,0,0,1,0,0,-0.48282717551406534,-1.1653235168296758,1.555345261751314,-0.2971163864474578,-0.3990443649927155,-0.47463182055667497
2,1016,0,0,0,1,0,0,0,1,0,0,0,0,-0.7767290849774671,0.46099159577338134,-0.6408482292007498,-0.7944105199514456,-0.8285598574971804,-0.7617460447062985
5,849,0,0,0,0,1,0,0,0,0,0,1,0,-0.8397080655767674,-0.6703580477765739,0.2376291671800757,-0.8743327914074435,-0.8106633786428273,-0.9053031567811095
4,548,0,0,1,0,0,0,0,1,0,0,0,0,-1.1965889556394698,-0.24610193144534007,-1.0800869273911626,-1.5758727297434258,-1.56231549052564,-1.5800215835327243
1,3332,1,0,0,0,0,0,0,0,1,0,0,0,0.3778855593430401,3.4307844100920084,-0.6408482292007498,0.34226178520052586,0.2541771131911572,0.7168922096642615
1,3287,0,0,0,0,1,0,0,0,1,0,0,0,0.2309346046113393,0.24886353760776694,-1.0800869273911626,0.377782794736525,0.4241936623075081,0.429777985514638
2,14637,0,0,1,0,0,0,0,0,1,0,0,0,2.5821498803185534,0.1781541848858938,-0.20160953101033707,2.100551757232481,2.070669716907956,2.1093961967899335
5,1754,0,0,1,0,0,0,0,0,0,1,0,0,-0.5877921431795659,-0.033973873279720616,-1.0800869273911626,-0.501362191279453,-0.4795785198373025,-0.4889875317641558
2,17160,0,0,0,0,1,0,0,0,0,0,1,0,2.9810167574474566,0.46099159577338134,-1.0800869273911626,2.2692765525284764,2.3391168997232454,2.3677989985245955
3,1349,0,1,0,0,0,0,0,0,1,0,0,0,-0.5877921431795659,1.0973757702702296,-0.20160953101033707,-0.5724042103514513,-0.5601126746818894,-0.44592039814171264
1,4508,0,0,0,1,0,0,0,0,0,1,0,0,0.7347664494057422,0.46099159577338134,-0.20160953101033707,0.8217954139365138,0.7642267605402091,0.8604493217390725
2,1718,0,0,1,0,0,0,0,0,1,0,0,0,-0.440841188447865,0.03673547944214751,-0.6408482292007498,-0.32375714359945734,-0.3095619707209524,-0.3167189972743824
3,692,0,0,0,1,0,0,1,0,0,0,0,0,-0.9026870461760679,-0.5289393423328276,0.6768678653704885,-1.0075365771674405,-0.9717316883320012,-1.0345045576484404
6,675,0,0,0,1,0,0,0,0,0,0,1,0,-1.0496380009077688,-0.5289393423328276,1.1161065635609013,-1.2206626343834344,-1.2849200682831738,-1.2929073593831009
3,524,0,0,0,0,1,0,0,0,1,0,0,0,-1.0076520138415686,-1.1653235168296758,1.555345261751314,-1.1762613724634357,-1.1596447163027044,-1.2641959369681386
4,584,0,0,0,1,0,0,0,0,0,0,1,0,-0.9026870461760679,-0.24610193144534007,0.6768678653704885,-1.0519378390874392,-1.0075246460407066,-1.0488602688559212
2,1071,1,0,0,0,0,0,0,0,1,0,0,0,-0.608785136712666,2.4408534719858044,-1.0800869273911626,-0.61680547227145,-0.6406468295264772,-0.3741418421043071
3,3428,0,1,0,0,0,1,0,0,0,0,0,0,-0.06296730485206257,1.8044692974889511,-0.6408482292007498,0.0936147184485319,0.0304711275117486,0.27186516223234536
5,1728,0,0,1,0,0,0,0,0,0,0,1,0,-0.48282717551406534,-0.033973873279720616,-0.6408482292007498,-0.3415176483674573,-0.3811478861383632,-0.3597861308968256
1,4931,0,0,1,0,0,0,0,0,0,0,0,1,0.9866823718029439,-0.38752063688908134,-0.7726198386578724,1.0793227330725073,1.1221563376272632,1.0470735674363274
6,864,0,0,1,0,0,0,1,0,0,0,0,0,-1.0286450073746687,-0.3168112841672132,-1.0800869273911626,-1.2384231391514344,-1.2222823922929391,-1.2498402257606578
5,1556,0,0,0,1,0,0,0,0,0,0,1,0,-0.6297781302457661,0.7438290066608689,1.555345261751314,-0.6079252198874504,-0.6764397872351818,-0.560766087801562
2,4155,0,0,0,1,0,0,0,0,0,0,1,0,0.5458295076078413,0.8145383593827421,1.1161065635609013,0.6530706186405176,0.6210549297053874,0.7456036320792231
1,3906,0,1,0,0,0,0,0,1,0,0,0,0,0.4198715464092404,1.3802131811577223,-0.20160953101033707,0.5198668328805215,0.5584172537151536,0.7168922096642615
2,6132,0,0,0,1,0,0,0,0,1,0,0,0,0.7557594429388423,0.5317009484952545,0.2376291671800757,0.8839571806245125,0.844760915384796,0.9322278777764793
4,470,0,0,0,0,1,0,1,0,0,0,0,0,-1.1126169815070692,-0.9531954586640615,0.6768678653704885,-1.380507177295431,-1.374402462554937,-1.4508201826653941
6,810,0,0,1,0,0,0,0,1,0,0,0,0,-0.9866590203084683,-0.3168112841672132,-0.6408482292007498,-1.1496206153114361,-1.141748237448352,-1.1637059585157707
7,9525,0,0,0,1,0,0,0,0,1,0,0,0,0.6927804623395419,-0.38752063688908134,0.6768678653704885,0.8661966758565125,0.93424330965656,0.8460936105315917
0,893,1,0,0,0,0,0,0,1,0,0,0,0,-0.4618341819809652,3.218656351926394,-1.0800869273911626,-0.4924819388954534,-0.5690609141090663,-0.1875175964070515
5,3762,0,0,0,0,1,0,0,1,0,0,0,0,-0.16793227251756332,0.24886353760776694,-1.0800869273911626,-0.012948310159465501,0.039419366938925546,0.04217378291264661
5,1413,0,0,0,1,0,1,0,0,0,0,0,0,-0.8187150720436673,0.3195728903296401,0.2376291671800757,-0.8565722866394443,-0.9180422517689435,-0.8478803119511849
5,749,0,0,0,0,1,0,0,0,1,0,0,0,-1.0286450073746687,-0.17539257872346692,-1.0800869273911626,-1.2206626343834344,-1.1954376740114099,-1.2211288033456953
6,554,0,0,0,0,1,0,1,0,0,0,0,0,-1.1336099750401694,-1.3067422222734222,0.2376291671800757,-1.4071479344474298,-1.3475577442734077,-1.4795316050803564
2,851,0,0,0,0,1,0,1,0,0,0,0,0,-0.7347430979112668,0.7438290066608689,0.2376291671800757,-0.7944105199514456,-0.7659221815069457,-0.7043231998763737
2,5374,0,0,0,0,1,0,0,1,0,0,0,0,0.6717874688064422,-0.24610193144534007,2.4338226581321396,0.8573164234725129,0.844760915384796,0.81738218811663
3,811,0,0,0,0,1,0,1,0,0,0,0,0,-0.9026870461760679,0.8852477121046152,0.2376291671800757,-1.0696983438554384,-1.0343693643222358,-0.9627260016110343
2,2176,1,0,0,0,0,0,0,0,0,1,0,0,-0.20991825958376362,1.9458880029326973,0.6768678653704885,-0.1727928530714612,-0.20218309759483616,0.027818071705165755
3,880,0,0,0,1,0,0,0,1,0,0,0,0,-0.9656660267753682,0.6024103012171277,0.6768678653704885,-1.114099605775437,-1.1596447163027044,-1.0775716912708837
5,866,0,0,1,0,0,1,0,0,0,0,0,0,-1.0496380009077688,0.3195728903296401,-0.20160953101033707,-1.2739441486874337,-1.240178871147292,-1.2211288033456953
2,2416,0,0,1,0,0,0,1,0,0,0,0,0,-0.16793227251756332,-0.5996486950547008,-0.20160953101033707,0.08473446606453232,0.11100528235633636,0.027818071705165755
1,10749,0,0,0,1,0,0,0,0,0,1,0,0,1.9313670807924497,-1.3774515749952954,0.6768678653704885,1.8075034285604883,1.793274294665489,1.5782348821131305
3,3946,0,1,0,0,0,0,0,0,0,0,1,0,0.27292059167753957,-2.5088012185452455,1.1161065635609013,0.5997891043365193,0.6657961268412698,0.30057658464730774
3,796,0,0,1,0,0,0,0,1,0,0,0,0,-0.8816940526429677,0.1781541848858938,-1.5193256255815755,-0.9720155676314414,-0.9359387306232958,-0.9340145791960719
3,504,0,0,0,1,0,0,0,0,0,0,0,1,-1.0076520138415686,-1.236032869551549,1.555345261751314,-1.1052193533914374,-1.1506964768755283,-1.2354845145531763
7,8621,0,0,0,0,1,0,0,0,1,0,0,0,0.44086453994234054,0.7438290066608689,-0.20160953101033707,0.5820285995685194,0.6121066902782113,0.6881807872492984
4,1168,0,1,0,0,0,0,0,1,0,0,0,0,-0.7137501043781667,-1.3067422222734222,1.950660090122685,-0.63456597703945,-0.6048538718177718,-0.7617460447062985
3,6366,0,0,1,0,0,0,0,0,0,0,0,1,1.2385982942001452,-1.0239048113859346,-0.20160953101033707,1.3546105569765,1.3458623233066718,1.1906306795111399
5,707,0,1,0,0,0,0,0,0,0,1,0,0,-1.0286450073746687,1.0973757702702296,-0.6408482292007498,-1.2739441486874337,-1.2670235894288207,-1.1637059585157707
5,1207,0,0,0,1,0,0,0,0,1,0,0,0,-0.7767290849774671,0.3195728903296401,0.2376291671800757,-0.8476920342554439,-0.8106633786428273,-0.7904574671212602
5,1186,0,0,0,0,1,0,0,1,0,0,0,0,-0.8187150720436673,0.6731196539390008,0.6768678653704885,-0.8743327914074435,-0.8554045757787089,-0.7904574671212602
